Date|License|Event Name|Login Code|Report Type|Source File|Failure|Failure Reason|Failure Code|Safety Score|Productivity Score|Maintenance Score|Total Score|Maximum Bucket Height|Number of Collisions Between Bucket And Truck|Number of Times Bucket Passed Over Truck Cabin|Average Bucket Fill Factor|Average Bucket Height|Average Cycle Time|Average Distance Between Bucket And Truck Rail|Average Dumping Height of Material|Average Material Per Pass|Execution Time|Fuel Burned|Highest RPM Speed Setting Used|Number of Buckets to Load Truck|Number of Trucks Loaded|Productivity|Time Spent Stopped|Time Spent Swinging Left|Time Spent Swinging Right|Trucks Incorrectly Spotted|Volume of Material Dumped into Truck|Volume of Material Moved|Number of Bucket Collisions with Ground While Stopped|Number of Bucket Slams|Time Spent Counter Rotating|Time Spent Digging Over Final Drive|Number Of Passes To Move Material
2/14/2026 12:17:00 PM|Construction Simulator Experience|Daytona 500|7274240389|3|EXC - Truck Loading - 14-02-26-12.17.xml|False|||33.33|38.89|25.00|36.00|7.01103|1|0|54.83004|2.693369|18.64021|1.657488|2.429245|5.060994|312.2234|1.284954|10|4|1|235.8829|263.7761|43.68022|34.85302|1|4.286449|20.45783|14|4|0.3330451|0|
2/14/2026 12:17:00 PM|Construction Simulator Experience|Daytona 500|9059310080|3|EXC - Truck Loading - 14-02-26-12.17.xml|False|||33.33|50.00|25.00|44.00|4.919229|2|0|109.703|2.455196|4.786189|1.179531|1.891078|8.878275|264.319|1.109964|10|8|1|969.626|209.5561|61.25062|49.40965|0|12.34011|71.19182|6|8|1.011346|0|
2/14/2026 12:05:00 PM|Construction Simulator Experience|Daytona 500|5019414096|3|EXC - Truck Loading - 14-02-26-12.05.xml|False|||66.67|16.67|25.00|24.00|5.698105|1|0|127.7407|2.492567|36.30969|0|0|6.232728|293.6339|1.222843|10|0|3|245.2562|209.6125|17.75393|23.4539|3|0|20.00432|16|1|4.094294|0|
2/14/2026 12:03:00 PM|Construction Simulator Experience|Daytona 500|4042295044|3|EXC - Truck Loading - 14-02-26-12.03.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|0.00|22.22|50.00|24.00|3.172038|1|1|129.1453|1.444947|0|0|0|0|241.7184|0.9725174|10|0|1|229.1733|116.2997|4.923477|3.770364|1|0|15.38761|0|1|13.1496|0|
2/14/2026 12:00:00 PM|Construction Simulator Experience|Daytona 500|7208767989|3|EXC - Truck Loading - 14-02-26-12.00.xml|False|||100.00|33.33|25.00|40.00|6.020905|0|0|112.3994|2.57492|26.76979|1.236933|1.985638|11.50603|291.3459|1.190957|10|2|1|284.7224|222.5593|15.23418|11.54279|0|2.932361|23.04242|3|5|0.8586422|0|
2/14/2026 11:50:00 AM|Construction Simulator Experience|Daytona 500|3866271571|3|EXC - Truck Loading - 14-02-26-11.50.xml|False|||66.67|44.44|25.00|44.00|5.130049|1|0|98.04959|2.194317|16.93071|1.155314|1.99516|6.069604|274.4943|1.123917|10|7|1|637.0854|194.1419|34.14942|49.17123|0|6.243408|48.57674|16|6|8.062197|0|
2/14/2026 11:47:00 AM|Construction Simulator Experience|Daytona 500|8632169550|3|EXC - Truck Loading - 14-02-26-11.47.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|27.78|25.00|32.00|6.388212|2|0|96.50108|2.575068|16.84356|0.7407159|1.25171|6.545714|315.7291|1.314217|10|5|1|373.177|259.7856|48.6292|27.66811|0|5.709199|32.72857|2|6|5.825782|0|
2/14/2026 11:43:00 AM|Construction Simulator Experience|Daytona 500|5165278446|3|EXC - Truck Loading - 14-02-26-11.43.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|33.33|33.33|50.00|36.00|8.230804|1|0|116.9975|2.982965|21.09205|1.499926|2.310712|9.701612|298.577|1.258856|10|4|2|584.871|253.6006|19.05742|8.372614|0|0.9534349|48.50806|3|6|0|0|
2/14/2026 11:37:00 AM|Construction Simulator Experience|Daytona 500|6893258379|3|EXC - Truck Loading - 14-02-26-11.37.xml|False|||33.33|38.89|50.00|40.00|5.440336|1|1|95.03136|2.709453|10.70734|1.711062|2.585893|7.112467|272.6836|1.123322|10|6|2|846.543|235.7982|49.39276|46.53125|1|7.005466|64.12177|1|8|0|0|
2/14/2026 11:36:00 AM|Construction Simulator Experience|Daytona 500|5615681614|3|EXC - Truck Loading - 14-02-26-11.36.xml|False|||100.00|44.44|25.00|48.00|5.601915|0|0|121.2255|2.016112|56.0087|1.621845|1.900532|14.3678|246.1786|1.016558|10|1|1|210.108|178.4085|14.6858|9.099304|0|1.561459|14.3678|2|2|8.949179|0|
2/14/2026 11:35:00 AM|Construction Simulator Experience|Daytona 500|3863461519|3|EXC - Truck Loading - 14-02-26-11.35.xml|False|||100.00|44.44|25.00|48.00|5.084871|0|0|95.57899|2.430114|4.919841|1.206893|1.858751|6.378273|269.8453|1.103475|10|9|1|851.548|219.3443|77.01876|76.47981|0|12.6502|63.82952|9|15|5.799267|0|
2/14/2026 11:31:00 AM|Construction Simulator Experience|Daytona 500|5144975007|3|EXC - Truck Loading - 14-02-26-11.31.xml|False|||100.00|16.67|25.00|28.00|5.721123|0|0|62.3546|1.988136|55.25636|1.686609|2.116347|3.358436|283.8544|1.170901|10|1|2|128.8745|227.2261|15.72108|8.068717|1|1.689515|10.16155|1|1|4.774481|0|
2/14/2026 11:30:00 AM|Construction Simulator Experience|Daytona 500|5147076901|3|EXC - Truck Loading - 14-02-26-11.30.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|22.22|25.00|28.00|5.935341|1|0|100.2905|2.343069|21.96624|0.994795|1.608071|6.156919|316.9142|1.31817|10|3|1|209.8193|225.793|35.97633|20.53073|1|4.297924|18.47076|2|3|1.720627|0|
2/14/2026 11:29:00 AM|Construction Simulator Experience|Daytona 500|2394047904|3|EXC - Truck Loading - 14-02-26-11.29.xml|False|||66.67|44.44|25.00|44.00|5.860948|1|0|95.1949|2.68424|3.722738|1.299283|1.956715|5.301121|280.3724|1.177728|10|10|1|681.1754|235.4688|70.13874|63.07129|0|13.95974|53.05077|23|10|1.758574|0|
2/14/2026 11:21:00 AM|Construction Simulator Experience|Daytona 500|7722844228|3|EXC - Truck Loading - 14-02-26-11.21.xml|False|||33.33|27.78|25.00|28.00|7.004969|2|0|73.49172|2.51715|15.67225|1.017965|1.620527|6.80212|336.7178|1.400739|10|3|1|436.3469|286.0932|24.03974|22.09655|0|4.502871|40.81272|9|7|1.694475|0|
2/14/2026 11:21:00 AM|Construction Simulator Experience|Daytona 500|5086170135|3|EXC - Truck Loading - 14-02-26-11.21.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|33.33|22.22|25.00|24.00|10.22677|0|1|72.19962|3.225561|19.81167|2.133716|3.047579|8.998441|295.4346|1.25067|10|5|1|548.2498|237.0645|20.54833|18.72021|0|0|44.9922|16|9|5.442772|0|
2/14/2026 11:15:00 AM|Construction Simulator Experience|Daytona 500|7728281025|3|EXC - Truck Loading - 14-02-26-11.15.xml|False|||66.67|38.89|25.00|40.00|7.066937|0|0|79.8644|2.747924|23.14785|1.656414|2.33387|5.221009|261.5424|1.090937|10|2|1|143.7325|171.1669|19.5306|16.18967|0|2.600755|10.44226|5|3|5.49227|0|
2/14/2026 11:14:00 AM|Construction Simulator Experience|Daytona 500|4195601289|3|EXC - Truck Loading - 14-02-26-11.14.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|0.00|27.78|50.00|28.00|8.466319|1|1|87.09406|2.871935|19.22117|1.53514|2.573414|8.818646|317.5943|1.335264|10|3|1|499.8063|253.1498|14.93393|7.800384|1|0|44.09323|12|3|0|0|
2/14/2026 11:11:00 AM|Construction Simulator Experience|Daytona 500|4195601017|3|EXC - Truck Loading - 14-02-26-11.11.xml|False|||33.33|66.67|25.00|56.00|4.82994|1|0|102.0996|2.032279|4.813081|1.416793|1.861489|7.19387|246.1713|1.024503|10|9|1|946.8258|203.7429|51.53726|66.63845|0|12.7299|64.74483|9|9|2.470754|0|
2/14/2026 11:08:00 AM|Construction Simulator Experience|Daytona 500|8439343576|3|EXC - Truck Loading - 14-02-26-11.08.xml|False|||100.00|38.89|50.00|48.00|6.541247|0|0|81.70152|2.346179|12.50996|2.088448|3.205611|6.503958|228.1527|0.9245824|10|2|1|307.876|181.3948|22.48662|16.25992|0|2.80571|19.51188|3|4|0|0|
2/14/2026 11:05:00 AM|Construction Simulator Experience|Daytona 500|7743295830|3|EXC - Truck Loading - 14-02-26-11.05.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|33.33|27.78|50.00|32.00|7.725093|0|1|34.43541|2.061378|26.7718|2.170441|2.945249|2.713305|335.0919|1.40252|10|1|1|87.44971|255.4306|10.29137|7.488885|0|0|8.139915|2|4|0|0|
2/14/2026 11:05:00 AM|Construction Simulator Experience|Daytona 500|5205539648|3|EXC - Truck Loading - 14-02-26-11.05.xml|False|||66.67|44.44|25.00|44.00|6.711136|2|0|46.66652|2.604796|8.459628|1.481177|2.226628|2.591037|279.6339|1.174479|10|6|1|300.2363|198.1394|34.0102|30.10758|0|5.779342|23.32119|13|4|0.0204276|0|
2/14/2026 11:02:00 AM|Construction Simulator Experience|Daytona 500|4178501499|3|EXC - Truck Loading - 14-02-26-11.02.xml|False|||66.67|33.33|50.00|40.00|5.230925|1|0|92.89845|1.813413|27.60172|1.217802|1.456911|6.224884|238.7013|0.9977814|10|2|1|187.7626|171.1056|20.81083|18.12618|0|2.979291|12.44977|2|2|0|0|
2/14/2026 10:57:00 AM|Construction Simulator Experience|Daytona 500|4173792373|3|EXC - Truck Loading - 14-02-26-10.57.xml|False|||100.00|55.56|25.00|56.00|6.217014|0|0|98.93651|2.360463|6.054109|1.371278|2.188309|8.007546|302.1153|1.253582|10|6|1|668.4493|223.0033|59.54197|48.14715|0|9.67563|56.09688|15|12|0.0198498|0|
2/14/2026 10:57:00 AM|Construction Simulator Experience|Daytona 500|1828432638|3|EXC - Truck Loading - 14-02-26-10.57.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|33.33|25.00|36.00|5.643322|1|0|76.92846|2.149561|32.08667|1.156356|1.853249|5.572092|341.8073|1.429337|10|3|1|234.7466|267.9762|22.89126|14.63809|0|0|22.28837|3|5|9.583218|0|
2/14/2026 10:56:00 AM|Construction Simulator Experience|Daytona 500|8282923298|3|EXC - Truck Loading - 14-02-26-10.56.xml|False|||66.67|38.89|25.00|40.00|5.051349|1|0|124.225|1.630657|86.26928|1.189162|2.098318|7.048837|294.3718|1.214074|10|1|1|172.6004|196.8584|10.74259|7.467673|0|1.400056|14.11352|2|1|2.741764|0|
2/14/2026 10:47:00 AM|Construction Simulator Experience|Daytona 500|6898003673|3|EXC - Truck Loading - 14-02-26-10.47.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|33.33|27.78|25.00|28.00|9.550243|0|1|91.77359|2.547582|58.28539|1.104414|1.93441|6.081712|279.8211|1.161914|10|1|1|78.24342|180.1923|19.92412|8.834371|1|0|6.081712|6|2|6.368217|0|
2/14/2026 10:46:00 AM|Construction Simulator Experience|Daytona 500|2016002131|3|EXC - Truck Loading - 14-02-26-10.46.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|100.00|27.78|50.00|40.00|5.193816|0|0|56.00927|2.399944|56.35724|1.101786|1.793688|2.326362|300.3419|1.240486|10|3|1|203.6775|252.9508|20.27068|13.647|0|0|16.99246|8|5|0|0|
2/14/2026 10:33:00 AM|Construction Simulator Experience|Daytona 500|8502664109|3|EXC - Truck Loading - 14-02-26-10.33.xml|False|||66.67|27.78|25.00|32.00|6.475835|1|0|103.8735|2.498788|40.87275|1.163359|1.031727|6.552396|297.8218|1.248554|10|3|3|238.4458|249.588|36.05661|18.40126|0|3.465385|19.72621|2|4|1.543195|0|
2/14/2026 10:32:00 AM|Construction Simulator Experience|Daytona 500|4102126520|3|EXC - Truck Loading - 14-02-26-10.32.xml|False|||100.00|33.33|25.00|40.00|5.322806|0|0|89.60502|2.236344|15.57611|1.443895|1.707221|8.418776|262.7792|1.09409|10|3|1|462.5229|215.0022|32.77416|18.71613|0|4.767866|33.7615|2|9|0.029559|0|
2/14/2026 10:16:00 AM|Construction Simulator Experience|Daytona 500|5866100804|3|EXC - Truck Loading - 14-02-26-10.16.xml|False|||33.33|27.78|50.00|32.00|7.469746|3|0|80.54621|2.533207|14.97328|1.400777|1.84968|10.29407|336.2532|1.400453|10|4|1|444.6741|258.3179|27.22936|15.41633|0|5.534279|41.5342|25|6|0|0|
2/14/2026 10:10:00 AM|Construction Simulator Experience|Daytona 500|5864057955|3|EXC - Truck Loading - 14-02-26-10.10.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|33.33|50.00|50.00|48.00|9.914646|1|0|75.09246|3.049699|12.72802|1.515152|2.289318|6.127155|315.6442|1.335337|10|7|1|628.9355|278.2749|39.4837|32.33875|0|0|55.14439|26|9|0|0|
2/14/2026 10:08:00 AM|Construction Simulator Experience|Daytona 500|3868828309|3|EXC - Truck Loading - 14-02-26-10.08.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|33.33|27.78|25.00|28.00|7.956053|0|2|72.73007|3.020571|15.07975|2.415801|3.163778|4.680076|300.8723|1.255013|10|6|1|350.2934|248.5517|26.58834|24.20361|0|0|29.276|25|7|2.555515|0|
2/14/2026 10:07:00 AM|Construction Simulator Experience|Daytona 500|3865234131|3|EXC - Truck Loading - 14-02-26-10.07.xml|False|||100.00|44.44|50.00|52.00|6.259402|0|0|45.72073|2.268512|28.63889|1.535079|2.356786|3.357846|221.6805|0.9157159|10|2|1|110.9884|172.426|12.6|18.17222|0|1.66378|6.834436|4|2|0|0|
2/14/2026 9:57:00 AM|Construction Simulator Experience|Daytona 500|6109728314|3|EXC - Truck Loading - 14-02-26-09.57.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|5.56|100.00|28.00|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
2/14/2026 9:37:00 AM|Construction Simulator Experience|Daytona 500|9258130472|3|EXC - Truck Loading - 14-02-26-09.37.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|61.11|50.00|60.00|8.238403|0|0|110.0009|2.425642|15.06975|1.414653|2.223015|4.695851|325.1967|1.368705|10|4|1|571.8252|208.7776|38.54404|33.94585|0|0|51.65436|9|5|0|0|
2/14/2026 9:36:00 AM|Construction Simulator Experience|Daytona 500|9258130471|3|EXC - Truck Loading - 14-02-26-09.36.xml|False|||66.67|27.78|25.00|32.00|7.836968|0|0|125.1635|1.678665|52.41501|1.334322|2.016798|10.10239|358.5169|1.37276|10|1|1|101.4418|237.7818|5.418364|16.42514|0|1.700059|10.10239|1|1|9.686655|0|
2/14/2026 9:35:00 AM|Construction Simulator Experience|Daytona 500|9258139496|3|EXC - Truck Loading - 14-02-26-09.35.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|33.33|27.78|25.00|28.00|9.30036|2|0|83.92742|3.005239|24.22906|1.436222|1.947935|9.351234|302.8487|1.269938|10|2|1|444.6372|242.1261|15.73432|13.676|0|0|37.40494|4|7|7.959622|0|
2/14/2026 9:11:00 AM|Construction Simulator Experience|Daytona 500|8156749546|3|EXC - Truck Loading - 14-02-26-09.11.xml|False|||66.67|44.44|25.00|44.00|9.405046|0|0|107.9096|2.452801|25.4395|1.188995|2.036381|7.67708|274.8842|1.12021|10|2|1|201.4781|201.9498|17.61697|21.06526|0|2.983616|15.3842|2|4|0.8946981|0|
2/13/2026 6:30:00 PM|Construction Simulator Experience|Daytona 500|3868981026|3|EXC - Truck Loading - 13-02-26-18.30.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|0.00|27.78|25.00|24.00|7.672186|1|1|79.87103|2.815942|23.92307|1.484874|1.642737|3.739179|356.6357|1.502033|10|2|2|189.6356|217.5396|31.39425|15.66452|0|2.610676|18.78635|3|8|24.51521|0|
2/13/2026 6:25:00 PM|Construction Simulator Experience|Daytona 500|6092771011|3|EXC - Truck Loading - 13-02-26-18.25.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|0.00|33.33|25.00|28.00|7.493134|1|2|113.4099|2.389874|21.54201|1.151897|1.683997|8.205129|209.4306|0.8739989|10|2|1|282.0836|142.3173|11.34875|22.02719|1|3.18041|16.58514|5|5|1.688546|0|
2/13/2026 6:21:00 PM|Construction Simulator Experience|Daytona 500|2525041825|3|EXC - Truck Loading - 13-02-26-18.21.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|33.33|25.00|36.00|6.831222|1|0|87.01794|2.670272|22.66017|1.370702|1.88497|6.982852|322.8987|1.338992|10|6|1|467.1111|297.1051|46.14587|28.34529|0|0|41.89711|10|4|0.7682443|0|
2/13/2026 6:16:00 PM|Construction Simulator Experience|Daytona 500|3862900612|3|EXC - Truck Loading - 13-02-26-18.16.xml|False|||33.33|33.33|50.00|36.00|4.945796|1|0|103.9169|2.315447|21.32401|0.851979|1.41377|6.544272|311.4536|1.299999|10|4|1|302.6443|244.371|56.88786|19.53009|0|6.450133|26.18325|2|4|0|0|
2/13/2026 6:14:00 PM|Construction Simulator Experience|Daytona 500|3862623288|3|EXC - Truck Loading - 13-02-26-18.14.xml|False|||33.33|38.89|25.00|36.00|8.038372|0|2|74.22768|2.215793|25.34351|1.847239|2.521462|3.864838|300.8667|1.23503|10|2|1|92.48891|197.8937|14.52528|28.06839|0|2.050151|7.729676|24|3|0.4715433|0|
2/13/2026 6:10:00 PM|Construction Simulator Experience|Daytona 500|3026684308|3|EXC - Truck Loading - 13-02-26-18.10.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|0.00|16.67|25.00|16.00|7.074723|1|1|63.57273|3.464484|13.53103|2.369047|3.202098|3.05309|302.5425|1.276419|10|6|2|326.9627|275.7846|43.50608|25.24721|0|1.782248|27.47781|12|7|0.2801166|0|
2/13/2026 6:09:00 PM|Construction Simulator Experience|Daytona 500|3025981954|3|EXC - Truck Loading - 13-02-26-18.09.xml|False|||100.00|44.44|25.00|48.00|6.245438|0|0|86.56669|2.823494|13.05248|1.625444|2.424649|3.988485|316.3196|1.323921|10|6|1|364.5351|245.9257|45.88565|36.72686|0|9.143574|32.03044|20|5|0.0764685|0|
2/13/2026 6:07:00 PM|Construction Simulator Experience|Daytona 500|3023005429|3|EXC - Truck Loading - 13-02-26-18.07.xml|False|||66.67|44.44|25.00|44.00|6.111073|1|0|96.67067|2.833054|9.248213|1.16675|1.688736|8.082465|218.9633|0.9124846|10|5|1|664.4235|174.3181|32.76057|35.75728|0|6.481549|40.41233|6|7|1.516791|0|
2/13/2026 5:59:00 PM|Construction Simulator Experience|Daytona 500|9024978901|3|EXC - Truck Loading - 13-02-26-17.59.xml|False|||66.67|44.44|50.00|48.00|5.046812|1|0|94.33116|2.133162|5.115222|1.368968|1.326839|3.967582|286.3209|1.184719|10|9|1|549.0663|229.7021|61.46696|45.30515|0|12.36052|43.66921|8|9|0|0|
2/13/2026 5:54:00 PM|Construction Simulator Experience|Daytona 500|9102626289|3|EXC - Truck Loading - 13-02-26-17.54.xml|False|||100.00|66.67|50.00|68.00|5.407641|0|0|115.8021|2.353244|7.697902|1.495316|1.780332|10.22249|225.9538|0.9398287|10|5|1|815.4294|174.819|34.36458|40.37698|0|8.959832|51.18038|2|5|0|0|
2/13/2026 5:53:00 PM|Construction Simulator Experience|Daytona 500|7724807772|3|EXC - Truck Loading - 13-02-26-17.53.xml|False|||100.00|55.56|50.00|60.00|5.957175|0|0|108.2947|2.67445|5.760443|1.658359|2.459387|7.229916|282.8226|1.173737|10|6|1|552.1701|210.2103|84.01659|47.14841|0|8.499053|43.37949|9|5|0|0|
2/13/2026 5:52:00 PM|Construction Simulator Experience|Daytona 500|3522586172|3|EXC - Truck Loading - 13-02-26-17.52.xml|False|||100.00|55.56|25.00|56.00|6.382515|0|0|93.24086|2.707244|11.94537|1.770995|2.528368|5.800325|297.8541|1.251889|10|7|1|631.5985|224.5918|64.83075|53.71729|0|10.34284|52.25673|14|7|4.887233|0|
2/13/2026 5:46:00 PM|Construction Simulator Experience|Daytona 500|3525072161|3|EXC - Truck Loading - 13-02-26-17.46.xml|False|||100.00|33.33|50.00|44.00|5.436009|0|0|97.73988|2.219127|17.19718|1.218638|1.87202|8.265347|304.6183|1.265705|10|4|1|391.1258|225.0474|42.04863|30.69726|0|6.254431|33.09558|1|4|0|0|
2/13/2026 5:45:00 PM|Construction Simulator Experience|Daytona 500|3868539318|3|EXC - Truck Loading - 13-02-26-17.45.xml|False|||100.00|55.56|50.00|60.00|5.482357|0|0|92.38216|2.155073|6.97676|1.525985|2.10507|8.296446|220.2094|0.9038981|10|5|1|678.225|175.3557|35.08757|39.03002|0|6.852581|41.48653|7|5|0|0|
2/13/2026 5:43:00 PM|Construction Simulator Experience|Daytona 500|3867329109|3|EXC - Truck Loading - 13-02-26-17.43.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|44.44|50.00|48.00|6.445373|1|0|101.9252|2.711695|12.31554|1.493039|2.090607|7.563657|305.8096|1.293986|10|7|2|712.3168|275.147|40.89749|29.70115|0|0.5727588|60.50926|11|9|0|0|
2/13/2026 5:39:00 PM|Construction Simulator Experience|Daytona 500|8024425347|3|EXC - Truck Loading - 13-02-26-17.39.xml|False|||66.67|50.00|25.00|48.00|7.483938|0|0|107.4485|2.79046|15.03307|1.498434|2.251343|4.515576|275.1852|1.140517|10|8|1|532.3508|224.2894|44.45596|27.37728|0|10.52126|40.69307|16|8|2.039937|0|
2/13/2026 5:35:00 PM|Construction Simulator Experience|Daytona 500|3863146821|3|EXC - Truck Loading - 13-02-26-17.35.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|100.00|38.89|50.00|48.00|5.611|0|0|91.77789|2.643188|20.75171|1.424686|2.223234|5.609835|301.8044|1.267773|10|5|1|401.4933|264.6292|27.17306|22.13908|0|0|33.65901|12|4|0|0|
2/13/2026 5:34:00 PM|Construction Simulator Experience|Daytona 500|8502173311|3|EXC - Truck Loading - 13-02-26-17.34.xml|False|||100.00|27.78|25.00|36.00|6.093588|0|0|108.0431|1.987655|35.67338|1.424627|1.760527|6.539391|281.2802|1.156482|10|1|1|83.87466|178.8476|8.313101|21.94986|0|1.608486|6.553412|4|1|2.490725|0|
2/13/2026 5:33:00 PM|Construction Simulator Experience|Daytona 500|6622517925|3|EXC - Truck Loading - 13-02-26-17.33.xml|False|||66.67|33.33|25.00|36.00|7.081162|0|0|93.76141|3.018888|29.61579|1.790723|2.22873|8.11506|310.5815|1.290364|10|3|1|282.2148|261.2855|28.80115|19.26542|0|3.439794|24.34741|7|5|0.0428475|0|
2/13/2026 5:27:00 PM|Construction Simulator Experience|Daytona 500|7742010109|3|EXC - Truck Loading - 13-02-26-17.27.xml|False|||66.67|61.11|50.00|60.00|5.329584|1|0|105.4673|2.131524|4.483683|1.370298|1.820332|6.628392|267.1469|1.097206|10|9|1|804.8836|215.2051|64.98677|49.86042|1|13.63077|59.72838|12|9|0|0|
2/13/2026 5:26:00 PM|Construction Simulator Experience|Daytona 500|8504966216|3|EXC - Truck Loading - 13-02-26-17.26.xml|False|||33.33|44.44|50.00|44.00|8.01246|1|0|107.7531|2.624211|5.839497|1.534747|2.105036|13.19651|350.1221|1.445731|10|2|1|271.3817|234.3671|12.7905|17.26205|0|3.160332|26.39354|4|10|0|0|
2/13/2026 5:25:00 PM|Construction Simulator Experience|Daytona 500|8505027604|3|EXC - Truck Loading - 13-02-26-17.25.xml|False|||66.67|55.56|50.00|56.00|6.512552|1|0|104.3143|2.060637|29.40532|1.49951|2.013623|5.979085|247.0346|0.9842489|10|2|1|174.2647|178.7113|16.93894|18.42023|0|3.042513|11.95817|1|2|0|0|
2/13/2026 5:20:00 PM|Construction Simulator Experience|Daytona 500|8048731415|3|EXC - Truck Loading - 13-02-26-17.20.xml|False|||100.00|44.44|25.00|48.00|6.855659|0|0|101.7689|3.028349|13.57485|1.700185|2.186603|6.087557|298.8949|1.254153|10|5|1|366.7232|233.0319|22.22287|30.20173|0|7.047907|30.44769|3|6|2.424996|0|
2/13/2026 5:19:00 PM|Construction Simulator Experience|Daytona 500|2622699015|3|EXC - Truck Loading - 13-02-26-17.19.xml|False|||33.33|27.78|25.00|28.00|7.421098|1|0|94.83709|2.867099|15.1315|1.249342|2.094875|8.255454|281.4845|1.174385|10|5|1|530.832|230.7557|38.79415|26.68192|1|5.737566|41.50583|3|8|1.263981|0|
2/13/2026 5:18:00 PM|Construction Simulator Experience|Daytona 500|4147919221|3|EXC - Truck Loading - 13-02-26-17.18.xml|False|||100.00|33.33|50.00|44.00|5.827879|0|0|74.08983|1.894615|19.6993|1.24701|1.582621|0.9911643|236.9427|0.9848201|10|1|1|246.6053|174.5134|9.894722|25.96651|0|0.9262031|16.23092|7|1|0|0|
2/13/2026 5:12:00 PM|Construction Simulator Experience|Daytona 500|9197961692|3|EXC - Truck Loading - 13-02-26-17.12.xml|False|||100.00|61.11|25.00|60.00|5.486413|0|0|88.37065|2.026474|2.873938|1.372939|2.122001|6.845758|273.6121|1.126344|10|7|1|900.7351|215.0514|50.41948|48.72155|0|9.475217|68.45891|17|7|0.9240369|0|
2/13/2026 5:08:00 PM|Construction Simulator Experience|Daytona 500|9199610259|3|EXC - Truck Loading - 13-02-26-17.08.xml|False|||100.00|44.44|25.00|48.00|5.76567|0|0|72.39307|2.176979|39.06449|1.532724|2.518589|3.244388|230.9464|0.944584|10|1|1|50.71558|164.095|9.206189|22.61023|0|0.9964145|3.253495|3|1|6.885266|0|
2/13/2026 5:08:00 PM|Construction Simulator Experience|Daytona 500|9045479167|3|EXC - Truck Loading - 13-02-26-17.08.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|0.00|33.33|25.00|28.00|9.715668|1|1|117.4375|3.480103|17.42797|2.110992|3.044113|9.838964|316.5453|1.340668|10|6|1|671.3782|286.3609|29.16419|24.89902|0|0|59.03378|2|7|3.213688|0|
2/13/2026 5:06:00 PM|Construction Simulator Experience|Daytona 500|2392907664|3|EXC - Truck Loading - 13-02-26-17.06.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|44.44|25.00|44.00|5.779909|3|0|103.4054|2.7399|18.88856|1.456809|2.392162|4.476076|300.0066|1.210767|10|6|1|406.5565|263.5209|26.1863|21.48297|0|0|33.88045|12|7|5.218215|0|
2/13/2026 5:02:00 PM|Construction Simulator Experience|Daytona 500|5188645145|3|EXC - Truck Loading - 13-02-26-17.02.xml|False|||100.00|61.11|50.00|64.00|5.408937|0|0|97.0155|2.226109|4.208087|1.312247|2.0502|5.202599|227.2409|0.9355661|10|6|1|497.0104|182.8343|26.56082|48.83775|0|7.865726|31.37252|1|7|0|0|
2/13/2026 5:00:00 PM|Construction Simulator Experience|Daytona 500|5193652678|3|EXC - Truck Loading - 13-02-26-17.00.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|38.89|50.00|44.00|9.213133|0|0|64.69565|3.084094|9.172608|2.090407|2.934201|3.270483|311.8247|1.307956|10|10|1|377.5756|260.5325|57.7127|50.6765|0|0|32.70483|22|10|0|0|
